session_id,startTime,endTime,gender,ProductList1,ProductList2,ProductList3,ProductList4,ProductList5,ProductList6,ProductList7,ProductList8,ProductList9,ProductList10,ProductList11,ProductList12,ProductList13,ProductList14,,,,,,,,,,,,,,,,,,,,,,
u23142,22/12/14 10:16,22/12/14 10:17,female,A00002/B00007/C00021/D10251/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u23336,21/12/14 14:58,21/12/14 15:00,female,A00002/B00002/C00007/D20365/,A00002/B00002/C00003/D10166/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u19943,12/12/2014 9:20,12/12/2014 9:20,female,A00002/B00002/C00002/D24459/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u20067,17/12/14 20:14,17/12/14 20:16,male,A00002/B00001/C00053/D16468/,A00002/B00001/C00059/D00900/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u12058,7/12/2014 16:02,7/12/2014 16:03,female,A00002/B00003/C00014/D05441/,A00002/B00016/C00127/D21034/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u16856,15/12/14 12:51,15/12/14 12:51,female,A00003/B00020/C00052/D27950/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u12603,8/12/2014 16:12,8/12/2014 16:14,female,A00002/B00002/C00007/D22585/,A00002/B00002/C00002/D22589/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u18022,18/12/14 10:17,18/12/14 10:17,female,A00002/B00002/C00007/D03541/,A00002/B00002/C00009/D05444/,A00002/B00001/C00019/D20141/,A00002/B00005/C00125/D10675/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u23991,21/12/14 8:48,21/12/14 8:50,female,A00004/B00014/C00087/D34482/,A00004/B00014/C00087/D34483/,A00004/B00014/C00087/D34485/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u20858,8/12/2014 17:02,8/12/2014 17:04,female,A00002/B00001/C00053/D03320/,A00002/B00001/C00053/D13930/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u11847,13/12/14 11:34,13/12/14 11:34,female,A00002/B00001/C00059/D14117/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u18821,20/12/14 11:49,20/12/14 11:49,male,A00002/B00004/C00244/D21097/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u18591,26/11/14 8:29,26/11/14 8:29,female,A00002/B00002/C00007/D02206/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u12551,14/11/14 15:49,14/11/14 15:52,female,A00003/B00012/C00051/D01254/,A00003/B00012/C00048/D01258/,A00003/B00012/C00028/D01270/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u21882,6/12/2014 19:36,6/12/2014 19:40,female,A00002/B00003/C00046/D01382/,A00002/B00003/C00046/D20295/,A00002/B00003/C00046/D20297/,A00002/B00003/C00046/D20300/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u16708,21/11/14 13:35,21/11/14 13:35,male,A00001/B00001/C00019/D02979/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u20988,13/12/14 12:02,13/12/14 12:03,female,A00002/B00003/C00014/D19872/,A00002/B00003/C00014/D25938/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u21444,8/12/2014 8:05,8/12/2014 8:05,female,A00002/B00003/C00005/D21690/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u24905,21/12/14 23:24,21/12/14 23:26,female,A00002/B00002/C00004/D07672/,A00002/B00002/C00004/D35054/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u12125,15/11/14 14:18,15/11/14 14:22,female,A00002/B00016/C00044/D02803/,A00002/B00016/C00044/D02807/,A00002/B00016/C00044/D02810/,A00002/B00016/C00044/D02814/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u16949,21/11/14 21:56,21/11/14 22:00,male,A00001/B00031/C00044/D09086/,A00001/B00031/C00044/D09087/,A00001/B00031/C00044/D08148/,A00001/B00031/C00044/D09090/,A00001/B00031/C00044/D01869/,A00001/B00031/C00044/D01690/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u23794,15/12/14 10:37,15/12/14 10:41,female,A00002/B00001/C00059/D19204/,A00002/B00003/C00006/D27787/,A00002/B00003/C00006/D01110/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u12371,17/11/14 10:44,17/11/14 10:53,female,A00002/B00007/C00016/D05291/,A00002/B00007/C00016/D05294/,A00002/B00007/C00016/D05296/,A00002/B00007/C00016/D05298/,A00002/B00007/C00016/D05301/,A00002/B00007/C00016/D05303/,A00002/B00007/C00016/D05309/,A00002/B00007/C00016/D05312/,A00002/B00007/C00016/D05318/,,,,,,,,,,,,,,,,,,,,,,,,,,,
u16590,22/11/14 12:46,22/11/14 12:48,male,A00001/B00009/C00032/D09523/,A00001/B00009/C00032/D09555/,A00002/B00002/C00007/D09557/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u11815,6/12/2014 19:16,6/12/2014 19:16,female,A00002/B00002/C00004/D02542/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u22891,9/12/2014 14:48,9/12/2014 14:50,female,A00003/B00022/C00032/D23790/,A00003/B00012/C00051/D08021/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u19520,9/12/2014 13:53,9/12/2014 13:56,female,A00003/B00012/C00051/D23682/,A00003/B00012/C00051/D07493/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u14621,16/11/14 13:14,16/11/14 13:16,female,A00002/B00001/C00010/D03982/,A00002/B00001/C00059/D03983/,A00002/B00001/C00010/D03985/,A00002/B00001/C00010/D03986/,A00002/B00001/C00049/D03987/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u24748,19/12/14 22:44,19/12/14 22:44,female,A00002/B00002/C00112/D33570/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u13613,15/11/14 9:21,15/11/14 9:21,female,A00002/B00002/C00009/D00801/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u14134,17/11/14 8:49,17/11/14 8:52,female,A00002/B00001/C00059/D05031/,A00002/B00001/C00053/D05034/,A00002/B00001/C00059/D04766/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u12128,17/11/14 23:43,17/11/14 23:48,female,A00002/B00004/C00061/D06090/,A00003/B00026/C00096/D06339/,A00002/B00004/C00018/D06340/,A00003/B00026/C00096/D06341/,A00002/B00003/C00046/D06342/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u19490,28/11/14 10:24,28/11/14 10:24,female,A00002/B00001/C00020/D15029/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u12466,14/12/14 5:01,14/12/14 5:04,female,A00003/B00012/C00051/D26829/,A00003/B00012/C00051/D24103/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u13754,20/12/14 13:39,20/12/14 13:39,female,A00002/B00003/C00006/D09819/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u21916,6/12/2014 20:50,6/12/2014 20:58,female,A00002/B00004/C00018/D20390/,A00002/B00004/C00018/D20443/,A00002/B00004/C00018/D20380/,A00002/B00004/C00018/D20422/,A00002/B00004/C00018/D16684/,A00002/B00004/C00018/D20384/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u15996,8/12/2014 15:13,8/12/2014 15:13,female,A00002/B00001/C00010/D11571/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u18504,25/11/14 21:13,25/11/14 21:13,male,A00002/B00003/C00079/D11970/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u23901,19/12/14 12:52,19/12/14 13:04,female,A00001/B00015/C00017/D32916/,A00001/B00015/C00017/D32920/,A00001/B00015/C00017/D32923/,A00001/B00015/C00017/D32925/,A00001/B00015/C00017/D32927/,A00001/B00015/C00017/D32930/,A00001/B00015/C00017/D32933/,A00001/B00015/C00017/D32936/,A00001/B00015/C00017/D32882/,A00001/B00015/C00017/D32942/,A00001/B00015/C00017/D05228/,,,,,,,,,,,,,,,,,,,,,,,,,
u23869,17/12/14 9:10,17/12/14 9:11,female,A00002/B00002/C00009/D19673/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u15992,18/11/14 14:53,18/11/14 14:54,female,A00002/B00005/C00057/D07058/,A00002/B00003/C00014/D07062/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u12321,6/12/2014 14:20,6/12/2014 14:20,female,A00002/B00001/C00010/D19876/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u15376,17/11/14 14:53,17/11/14 14:53,female,A00002/B00007/C00017/D04100/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u23286,15/12/14 11:24,15/12/14 11:24,female,A00002/B00001/C00150/D27855/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u13866,22/12/14 21:34,22/12/14 21:35,female,A00002/B00017/C00139/D35973/,A00002/B00017/C00139/D35400/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u15557,27/11/14 14:19,27/11/14 14:19,female,A00003/B00012/C00051/D14317/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u14160,13/12/14 14:08,13/12/14 14:09,female,A00002/B00004/C00018/D26059/,A00002/B00004/C00018/D18429/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u23152,13/12/14 11:26,13/12/14 11:27,male,A00002/B00017/C00045/D25877/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u22888,9/12/2014 14:44,9/12/2014 14:44,female,A00001/B00009/C00032/D20331/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u22923,15/12/14 13:36,15/12/14 13:38,female,A00002/B00003/C00005/D10513/,A00002/B00003/C00005/D28032/,A00002/B00003/C00005/D28035/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u20135,1/12/2014 13:50,1/12/2014 13:50,female,A00005/B00018/C00047/D16739/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u17454,19/12/14 10:17,19/12/14 10:27,female,A00003/B00012/C00048/D17452/,A00003/B00012/C00073/D32670/,A00002/B00003/C00006/D29141/,A00002/B00002/C00002/D32674/,A00002/B00002/C00033/D32675/,A00002/B00004/C00060/D32676/,A00002/B00002/C00007/D32677/,A00002/B00017/C00045/D32678/,A00002/B00017/C00045/D00137/,A00002/B00017/C00155/D32682/,A00003/B00012/C00051/D26028/,,,,,,,,,,,,,,,,,,,,,,,,,
u12690,27/11/14 9:33,27/11/14 9:34,female,A00002/B00003/C00006/D13763/,A00002/B00003/C00006/D13764/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u22744,9/12/2014 10:59,9/12/2014 11:07,male,A00001/B00001/C00092/D23402/,A00001/B00001/C00092/D23396/,A00001/B00001/C00092/D21680/,A00001/B00001/C00092/D23418/,A00001/B00001/C00092/D23424/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u15827,18/11/14 10:15,18/11/14 10:15,female,A00002/B00004/C00102/D06617/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u12377,18/12/14 16:19,18/12/14 16:26,female,A00003/B00022/C00028/D31954/,A00002/B00003/C00005/D26019/,A00002/B00003/C00005/D31961/,A00002/B00003/C00005/D31962/,A00002/B00003/C00005/D31969/,A00002/B00003/C00005/D31980/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u16603,26/11/14 9:37,26/11/14 9:37,male,A00002/B00002/C00003/D11822/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u24486,18/12/14 13:15,18/12/14 13:15,female,A00002/B00002/C00003/D00308/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u10171,20/12/14 20:31,20/12/14 20:31,male,A00001/B00001/C00075/D33237/,A00001/B00001/C00075/D34328/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u20611,8/12/2014 14:00,8/12/2014 14:00,female,A00004/B00013/C00062/D22368/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u14973,17/11/14 22:22,17/11/14 22:26,female,A00002/B00001/C00010/D06250/,A00002/B00001/C00010/D06252/,A00002/B00001/C00010/D06254/,A00002/B00001/C00010/D06258/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u13358,17/11/14 21:17,17/11/14 21:17,male,A00001/B00009/C00028/D06152/,A00001/B00009/C00028/D06153/,A00001/B00009/C00028/D06155/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u15798,18/11/14 9:29,18/11/14 9:33,male,A00001/B00001/C00019/D05339/,A00001/B00001/C00012/D06382/,A00001/B00001/C00001/D06548/,A00001/B00001/C00012/D06549/,A00001/B00001/C00029/D06550/,A00001/B00001/C00029/D06551/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u22193,7/12/2014 20:43,7/12/2014 20:47,female,A00003/B00021/C00064/D19843/,A00003/B00021/C00064/D20969/,A00003/B00021/C00064/D20971/,A00003/B00021/C00064/D21464/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u20108,2/12/2014 11:06,2/12/2014 11:06,female,A00002/B00002/C00003/D11745/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u15968,8/12/2014 9:02,8/12/2014 9:03,female,A00002/B00017/C00045/D21848/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u23067,22/12/14 15:30,22/12/14 15:31,female,A00002/B00004/C00018/D29960/,A00002/B00003/C00014/D02534/,A00002/B00003/C00014/D05480/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u13257,23/11/14 9:14,23/11/14 9:14,male,A00002/B00002/C00007/D10348/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u12575,28/11/14 11:33,28/11/14 11:35,female,A00003/B00012/C00048/D15128/,A00003/B00012/C00048/D15131/,A00003/B00012/C00048/D01151/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u17144,22/11/14 10:35,22/11/14 10:38,female,A00003/B00012/C00051/D09401/,A00003/B00012/C00051/D00678/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u20257,19/12/14 20:28,19/12/14 20:37,male,A00001/B00031/C00130/D33462/,A00001/B00031/C00130/D33463/,A00001/B00031/C00130/D33464/,A00001/B00031/C00130/D33465/,A00001/B00031/C00130/D33467/,A00001/B00031/C00130/D33470/,A00001/B00031/C00130/D33473/,A00001/B00031/C00130/D33439/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u11380,25/11/14 14:13,25/11/14 14:17,male,A00001/B00037/C00147/D09177/,A00002/B00007/C00041/D11535/,A00002/B00007/C00041/D11537/,A00002/B00007/C00041/D11538/,A00002/B00007/C00041/D11543/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u21989,7/12/2014 6:32,7/12/2014 6:33,female,A00002/B00003/C00014/D20658/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u14745,16/11/14 17:44,16/11/14 17:44,male,A00001/B00015/C00043/D04392/,A00001/B00015/C00043/D04394/,A00001/B00015/C00043/D04395/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u14778,17/11/14 12:13,17/11/14 12:16,female,A00002/B00001/C00053/D04155/,A00002/B00001/C00075/D05447/,A00002/B00001/C00075/D05313/,A00002/B00001/C00075/D05448/,A00002/B00001/C00123/D05414/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u12599,15/11/14 21:09,15/11/14 21:10,female,A00002/B00001/C00059/D03314/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u18016,15/12/14 14:41,15/12/14 14:41,female,A00002/B00002/C00009/D19144/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u17161,27/11/14 16:49,27/11/14 16:49,female,A00003/B00012/C00051/D09406/,A00003/B00012/C00051/D12636/,A00003/B00012/C00051/D09449/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u10053,14/11/14 1:33,14/11/14 1:33,female,A00002/B00007/C00021/D00069/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u24420,18/12/14 12:11,18/12/14 12:11,female,A00002/B00006/C00015/D31396/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u21030,8/12/2014 20:02,8/12/2014 20:02,male,A00001/B00004/C00122/D22774/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u21157,5/12/2014 21:23,5/12/2014 21:23,female,A00002/B00004/C00018/D18797/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u13188,29/11/14 17:19,29/11/14 17:19,female,A00003/B00008/C00288/D15788/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u18204,27/11/14 10:30,27/11/14 10:33,male,A00001/B00009/C00038/D03491/,A00001/B00009/C00028/D13896/,A00001/B00009/C00038/D13898/,A00001/B00009/C00038/D09192/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u13981,27/11/14 15:58,27/11/14 15:59,male,A00001/B00009/C00186/D14464/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u13500,1/12/2014 14:29,1/12/2014 14:32,female,A00002/B00002/C00007/D15646/,A00002/B00002/C00002/D16792/,A00002/B00002/C00003/D14167/,A00002/B00002/C00003/D09597/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u15396,20/12/14 14:07,20/12/14 14:07,female,A00002/B00003/C00006/D34057/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u23147,12/12/2014 11:24,12/12/2014 11:24,male,A00002/B00003/C00079/D24683/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u19828,29/11/14 19:55,29/11/14 20:08,female,A00007/B00025/C00360/D15924/,A00006/B00023/C00255/D15927/,A00002/B00001/C00053/D15885/,A00002/B00001/C00053/D15850/,A00002/B00001/C00053/D02446/,A00002/B00001/C00053/D15880/,A00002/B00007/C00016/D02470/,A00002/B00007/C00016/D01494/,A00002/B00007/C00021/D09208/,A00002/B00007/C00021/D04019/,A00002/B00007/C00016/D15911/,,,,,,,,,,,,,,,,,,,,,,,,,
u13862,18/12/14 11:02,18/12/14 11:02,female,A00001/B00001/C00012/D09214/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u13337,17/11/14 14:55,17/11/14 14:55,female,A00002/B00001/C00019/D05665/,A00002/B00003/C00006/D05666/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u22082,7/12/2014 14:56,7/12/2014 14:56,female,A00002/B00001/C00059/D21010/,A00002/B00001/C00049/D20999/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u21018,9/12/2014 15:14,9/12/2014 15:14,male,A00002/B00001/C00010/D01080/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u12171,14/11/14 14:27,14/11/14 14:27,female,A00002/B00002/C00004/D00840/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u22387,18/12/14 9:19,18/12/14 9:20,female,A00003/B00020/C00052/D01365/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u15547,23/11/14 12:50,23/11/14 12:52,female,A00002/B00003/C00006/D10517/,A00002/B00003/C00006/D10518/,A00002/B00003/C00006/D10522/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u13508,15/12/14 10:55,15/12/14 10:59,female,A00002/B00001/C00059/D27810/,A00002/B00001/C00010/D26024/,A00002/B00001/C00053/D20674/,A00002/B00001/C00010/D27816/,A00002/B00002/C00003/D27818/,A00002/B00002/C00002/D27136/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u11378,18/11/14 0:41,18/11/14 0:41,male,A00001/B00015/C00042/D06356/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u10847,17/11/14 16:34,17/11/14 16:34,female,A00002/B00002/C00007/D02526/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u24885,21/12/14 21:03,21/12/14 21:06,female,A00002/B00002/C00003/D00308/,A00002/B00002/C00003/D34968/,A00002/B00007/C00016/D04424/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u19963,22/12/14 7:25,22/12/14 7:27,female,A00002/B00001/C00053/D04158/,A00002/B00001/C00010/D10232/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u16583,21/11/14 0:45,21/11/14 0:46,female,A00003/B00012/C00051/D08299/,A00003/B00012/C00048/D07211/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u12619,15/12/14 13:50,15/12/14 13:50,female,A00002/B00004/C00066/D28056/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u15368,17/11/14 14:59,17/11/14 15:00,female,A00002/B00002/C00002/D04736/,A00002/B00002/C00002/D00499/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u13314,16/12/14 15:31,16/12/14 15:31,male,A00003/B00022/C00036/D29510/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u19384,27/11/14 21:03,27/11/14 21:04,female,A00002/B00007/C00024/D02625/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u17900,25/11/14 6:57,25/11/14 6:58,female,A00002/B00001/C00059/D11099/,A00002/B00001/C00150/D07113/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u23830,18/12/14 8:03,18/12/14 8:05,female,A00002/B00002/C00081/D19604/,A00002/B00005/C00056/D27852/,A00003/B00022/C00048/D10331/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u11990,17/12/14 23:15,17/12/14 23:15,female,A00002/B00003/C00079/D08112/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u21412,8/12/2014 1:52,8/12/2014 1:52,female,A00002/B00003/C00005/D21690/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u11208,25/11/14 16:25,25/11/14 16:27,male,A00002/B00007/C00021/D11657/,A00002/B00007/C00016/D11587/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u23258,16/12/14 21:36,16/12/14 21:42,female,A00002/B00002/C00003/D29968/,A00002/B00002/C00007/D28126/,A00002/B00002/C00007/D28083/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u13992,26/11/14 21:37,26/11/14 21:37,female,A00002/B00007/C00016/D13445/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u13456,15/11/14 8:22,15/11/14 8:22,female,A00002/B00007/C00024/D02170/,A00002/B00007/C00024/D02171/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u22692,19/12/14 0:47,19/12/14 0:47,male,A00001/B00001/C00020/D13982/,A00001/B00001/C00020/D15161/,A00001/B00001/C00019/D15815/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u17760,29/11/14 19:28,29/11/14 19:30,female,A00002/B00002/C00003/D12630/,A00002/B00002/C00003/D00399/,A00002/B00002/C00002/D11001/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u17735,26/11/14 12:49,26/11/14 12:49,female,A00002/B00002/C00002/D05394/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u20864,13/12/14 16:21,13/12/14 16:29,female,A00002/B00003/C00005/D26196/,A00002/B00003/C00005/D19235/,A00002/B00003/C00005/D26198/,A00002/B00003/C00005/D04705/,A00002/B00003/C00005/D26201/,A00002/B00003/C00005/D26202/,A00002/B00003/C00005/D04467/,A00002/B00003/C00005/D26206/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u21969,6/12/2014 22:30,6/12/2014 22:30,male,A00002/B00002/C00003/D06938/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u15280,1/12/2014 10:25,1/12/2014 10:25,male,A00003/B00020/C00068/D16495/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u11546,18/12/14 12:22,18/12/14 12:25,female,A00003/B00012/C00051/D22804/,A00003/B00012/C00051/D31529/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u23187,12/12/2014 14:03,12/12/2014 14:04,female,A00002/B00002/C00007/D24889/,A00002/B00002/C00007/D24891/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u13190,16/12/14 9:45,16/12/14 9:45,female,A00003/B00008/C00026/D28961/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u15594,17/11/14 20:52,17/11/14 20:52,female,A00002/B00005/C00056/D06104/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u14241,29/11/14 22:26,29/11/14 22:26,female,A00002/B00017/C00045/D16041/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u20801,3/12/2014 13:22,3/12/2014 13:22,female,A00003/B00012/C00051/D04898/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u15495,17/11/14 17:37,17/11/14 17:37,female,A00001/B00001/C00019/D05877/,A00001/B00001/C00019/D05339/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u19719,7/12/2014 14:00,7/12/2014 14:04,female,A00002/B00002/C00007/D11354/,A00002/B00002/C00002/D00205/,A00003/B00012/C00051/D20958/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u12998,13/12/14 20:18,13/12/14 20:25,female,A00002/B00001/C00010/D06466/,A00002/B00001/C00010/D03184/,A00002/B00001/C00010/D26453/,A00002/B00001/C00075/D19568/,A00002/B00001/C00010/D20571/,A00002/B00001/C00010/D26460/,A00002/B00001/C00049/D09178/,A00002/B00001/C00049/D18129/,A00002/B00001/C00049/D26470/,A00002/B00001/C00010/D25176/,,,,,,,,,,,,,,,,,,,,,,,,,,
u16143,2/12/2014 9:20,2/12/2014 9:24,female,A00002/B00002/C00007/D17598/,A00002/B00002/C00007/D17600/,A00002/B00002/C00003/D07827/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u12996,13/12/14 13:07,13/12/14 13:07,female,A00002/B00016/C00070/D25972/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u24817,20/12/14 19:27,20/12/14 19:27,female,A00002/B00001/C00010/D01034/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u12416,14/11/14 16:22,14/11/14 16:27,female,A00003/B00012/C00048/D00937/,A00003/B00012/C00048/D01082/,A00003/B00012/C00048/D01078/,A00003/B00012/C00048/D01359/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u20766,22/12/14 13:14,22/12/14 13:14,male,A00003/B00026/C00296/D35474/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u10999,28/11/14 15:08,28/11/14 15:09,female,A00003/B00020/C00052/D15321/,A00003/B00020/C00052/D15324/,A00003/B00020/C00052/D15327/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u23554,13/12/14 21:27,13/12/14 21:27,female,A00002/B00002/C00081/D26640/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
